filename,x1_before,x1_after,y1_before,y1_after,x2_before,x2_after,y2_before,y2_after,width_before,width_after,height_before,height_after,skew_before,skew_after,abs_skew_before,abs_skew_after,delta_x1,delta_y1,delta_x2,delta_y2,delta_width,delta_height,delta_skew,delta_abs_skew,abs_delta_skew
v1_202,412,444,376,376,2560,2584,4188,4180,2148,2140,3812,3804,-0.75,-0.43,0.75,0.43,32,0,24,-8,-8,-8,0.32,-0.32,0.32
v1_203,252,288,364,364,2396,2420,4160,4160,2144,2132,3796,3796,0.11,-0.11,0.11,0.11,36,0,24,0,-12,0,-0.22,0.00,0.00
v1_204,444,484,372,392,2600,2628,4176,4176,2156,2144,3804,3784,-0.19,0.00,0.19,0.00,40,20,28,0,-12,-20,0.19,-0.19,0.19
v1_205,268,304,336,336,2428,2448,4172,4176,2160,2144,3836,3840,0.21,0.32,0.21,0.32,36,0,20,4,-16,4,0.11,0.11,0.11
v1_206,432,460,332,304,2568,2596,4148,4148,2136,2136,3816,3844,-0.54,-1.41,0.54,1.41,28,-28,28,0,0,28,-0.86,0.86,0.86
v1_207,276,300,344,336,2432,2468,4144,4144,2156,2168,3800,3808,-0.21,0.00,0.21,0.00,24,-8,36,0,12,8,0.21,-0.21,0.21
v1_208,424,452,336,348,2568,2604,4156,4160,2144,2152,3820,3812,0.21,0.11,0.21,0.11,28,12,36,4,8,-8,-0.11,-0.11,0.11
v1_209,248,288,308,312,2416,2424,4128,4128,2168,2136,3820,3816,-0.21,-0.11,0.21,0.11,40,4,8,0,-32,-4,0.11,-0.11,0.11
v1_210,420,456,316,312,2580,2616,4140,4144,2160,2160,3824,3832,0.11,0.11,0.11,0.11,36,-4,36,4,0,8,0.00,0.00,0.00
v1_211,312,340,316,316,2472,2484,4184,4188,2160,2144,3868,3872,0.00,0.00,0.00,0.00,28,0,12,4,-16,4,0.00,0.00,0.00
v1_212,376,408,324,316,2544,2548,4192,4160,2168,2140,3868,3844,-0.11,-0.22,0.11,0.22,32,-8,4,-32,-28,-24,-0.11,0.11,0.11
v1_213,304,336,332,340,2448,2480,4176,4176,2144,2144,3844,3836,-0.43,-0.11,0.43,0.11,32,8,32,0,0,-8,0.32,-0.32,0.32
v1_214,400,436,340,340,2560,2580,4180,4172,2160,2144,3840,3832,-0.32,-0.21,0.32,0.21,36,0,20,-8,-16,-8,0.11,-0.11,0.11
v1_215,296,336,340,340,2448,2476,4156,4156,2152,2140,3816,3816,0.11,0.11,0.11,0.11,40,0,28,0,-12,0,0.00,0.00,0.00
v1_216,408,440,348,352,2556,2584,4164,4164,2148,2144,3816,3812,0.00,0.00,0.00,0.00,32,4,28,0,-4,-4,0.00,0.00,0.00
v1_217,320,356,376,376,2472,2500,4184,4184,2152,2144,3808,3808,0.11,0.11,0.11,0.11,36,0,28,0,-8,0,0.00,0.00,0.00
v1_218,384,428,380,372,2544,2564,4184,4188,2160,2136,3804,3816,0.00,0.00,0.00,0.00,44,-8,20,4,-24,12,0.00,0.00,0.00
v1_219,36,304,360,364,2428,2452,4176,4180,2392,2148,3816,3816,0.00,180.00,0.00,180.00,268,4,24,4,-244,0,180.00,180.00,180.00
v1_220,432,472,368,360,2592,2620,4184,4188,2160,2148,3816,3828,0.32,0.32,0.32,0.32,40,-8,28,4,-12,12,0.00,0.00,0.00
v1_221,272,312,352,344,2444,2464,4160,4164,2172,2152,3808,3820,0.00,0.22,0.00,0.22,40,-8,20,4,-20,12,0.22,0.22,0.22
v1_222,424,456,336,340,2576,2600,4148,4152,2152,2144,3812,3812,-0.11,0.00,0.11,0.00,32,4,24,4,-8,0,0.11,-0.11,0.11
v1_223,288,324,364,368,2448,2468,4172,4176,2160,2144,3808,3808,-0.11,-0.11,0.11,0.11,36,4,20,4,-16,0,0.00,0.00,0.00
v1_224,408,452,356,368,2580,2608,4164,4164,2172,2156,3808,3796,0.21,0.00,0.21,0.00,44,12,28,0,-16,-12,-0.21,-0.21,0.21
v1_225,256,300,332,332,2416,2436,4176,4176,2160,2136,3844,3844,0.11,0.22,0.11,0.22,44,0,20,0,-24,0,0.11,0.11,0.11
v1_226,416,460,328,324,2584,2600,4176,4176,2168,2140,3848,3852,-0.22,0.00,0.22,0.00,44,-4,16,0,-28,4,0.22,-0.22,0.22
v1_227,304,340,380,384,2452,2480,4232,4236,2148,2140,3852,3852,-0.11,0.00,0.11,0.00,36,4,28,4,-8,0,0.11,-0.11,0.11
v1_228,376,404,372,372,2524,2560,4204,4204,2148,2156,3832,3832,0.11,0.21,0.11,0.21,28,0,36,0,8,0,0.11,0.11,0.11
v1_229,336,364,336,336,2500,2528,4192,4192,2164,2164,3856,3856,0.32,0.43,0.32,0.43,28,0,28,0,0,0,0.11,0.11,0.11
v1_230,380,408,324,324,2524,2556,4196,4168,2144,2148,3872,3844,-0.32,-0.21,0.32,0.21,28,0,32,-28,4,-28,0.11,-0.11,0.11
v1_231,300,336,404,404,2480,2500,4232,4232,2180,2164,3828,3828,0.11,0.21,0.11,0.21,36,0,20,0,-16,0,0.11,0.11,0.11
v1_232,356,388,376,376,2496,2528,4224,4224,2140,2140,3848,3848,0.00,-0.11,0.00,0.11,32,0,32,0,0,0,-0.11,0.11,0.11
v1_233,328,356,320,324,2480,2500,4148,4148,2152,2144,3828,3824,0.43,0.32,0.43,0.32,28,4,20,0,-8,-4,-0.11,-0.11,0.11
v1_234,388,408,324,320,2540,2564,4196,4196,2152,2156,3872,3876,-0.43,-0.76,0.43,0.76,20,-4,24,0,4,4,-0.33,0.33,0.33
v1_235,268,300,288,292,2420,2452,4112,4116,2152,2152,3824,3824,-0.21,0.00,0.21,0.00,32,4,32,4,0,0,0.21,-0.21,0.21
v1_236,456,484,304,304,2596,2624,4156,4156,2140,2140,3852,3852,-0.11,-0.11,0.11,0.11,28,0,28,0,0,0,-0.00,0.00,0.00
v1_237,260,284,360,384,2416,2424,4228,4224,2156,2140,3868,3840,-0.32,2.05,0.32,2.05,24,24,8,-4,-16,-28,2.37,1.73,1.73
v1_238,436,456,372,368,2592,2620,4216,4220,2156,2164,3844,3852,0.21,0.43,0.21,0.43,20,-4,28,4,8,8,0.21,0.21,0.21
v1_239,240,280,332,340,2420,2440,4176,4180,2180,2160,3844,3840,0.75,0.54,0.75,0.54,40,8,20,4,-20,-4,-0.21,-0.21,0.21
v1_240,484,508,352,352,2624,2648,4168,4168,2140,2140,3816,3816,0.00,0.00,0.00,0.00,24,0,24,0,0,0,0.00,0.00,0.00
v1_241,252,280,400,404,2420,2424,4228,4228,2168,2144,3828,3824,-0.11,-0.11,0.11,0.11,28,4,4,0,-24,-4,-0.00,0.00,0.00
v1_242,452,480,420,396,2608,2628,4224,4228,2156,2148,3804,3832,0.00,0.00,0.00,0.00,28,-24,20,4,-8,28,0.00,0.00,0.00
v1_243,328,352,408,408,2488,2504,4252,4252,2160,2152,3844,3844,0.21,0.11,0.21,0.11,24,0,16,0,-8,0,-0.11,-0.11,0.11
v1_244,364,392,388,388,2524,2556,4220,4220,2160,2164,3832,3832,0.21,0.53,0.21,0.53,28,0,32,0,4,0,0.32,0.32,0.32
v1_245,340,380,332,336,2512,2532,4172,4176,2172,2152,3840,3840,-0.22,-0.11,0.22,0.11,40,4,20,4,-20,0,0.11,-0.11,0.11
v1_246,344,392,308,320,2548,2564,4140,4140,2204,2172,3832,3820,0.65,0.43,0.65,0.43,48,12,16,0,-32,-12,-0.22,-0.22,0.22
v1_247,300,328,496,404,2460,2488,4212,4216,2160,2160,3716,3812,0.00,0.00,0.00,0.00,28,-92,28,4,0,96,0.00,0.00,0.00
v1_248,376,408,372,372,2548,2544,4204,4204,2172,2136,3832,3832,-0.22,0.00,0.22,0.00,32,0,-4,0,-36,0,0.22,-0.22,0.22
v1_249,308,336,316,308,2460,2484,4148,4152,2152,2148,3832,3844,0.00,0.11,0.00,0.11,28,-8,24,4,-4,12,0.11,0.11,0.11
v1_250,396,428,280,284,2544,2572,4148,4148,2148,2144,3868,3864,-0.32,-0.22,0.32,0.22,32,4,28,0,-4,-4,0.11,-0.11,0.11
v1_251,240,268,324,324,2396,2420,4144,4144,2156,2152,3820,3820,-0.11,-0.11,0.11,0.11,28,0,24,0,-4,0,-0.00,0.00,0.00
v1_252,484,508,308,312,2620,2644,4184,4180,2136,2136,3876,3868,0.00,0.00,0.00,0.00,24,4,24,-4,0,-8,0.00,0.00,0.00
v1_253,204,232,384,388,2392,2380,4196,4200,2188,2148,3812,3812,-0.11,-0.11,0.11,0.11,28,4,-12,4,-40,0,-0.00,0.00,0.00
v1_254,464,488,376,376,2644,2648,4208,4212,2180,2160,3832,3836,0.11,0.32,0.11,0.32,24,0,4,4,-20,4,0.21,0.21,0.21
v1_255,212,252,328,328,2376,2392,4156,4156,2164,2140,3828,3828,0.11,0.11,0.11,0.11,40,0,16,0,-24,0,0.00,0.00,0.00
v1_256,512,536,328,332,2660,2680,4144,4144,2148,2144,3816,3812,0.21,0.21,0.21,0.21,24,4,20,0,-4,-4,0.00,0.00,0.00
v1_257,216,240,368,352,2376,2404,4212,4216,2160,2164,3844,3864,0.32,0.43,0.32,0.43,24,-16,28,4,4,20,0.11,0.11,0.11
v1_258,468,504,364,384,2620,2636,4212,4216,2152,2132,3848,3832,-0.21,0.00,0.21,0.00,36,20,16,4,-20,-16,0.21,-0.21,0.21
v1_259,320,344,348,352,2476,2504,4196,4200,2156,2160,3848,3848,-0.11,0.00,0.11,0.00,24,4,28,4,4,0,0.11,-0.11,0.11
v1_260,372,412,340,340,2552,2564,4160,4172,2180,2152,3820,3832,0.21,0.00,0.21,0.00,40,0,12,12,-28,12,-0.21,-0.21,0.21
v1_261,304,336,364,368,2452,2480,4208,4208,2148,2144,3844,3840,-0.11,0.11,0.11,0.11,32,4,28,0,-4,-4,0.22,0.00,0.00
v1_262,388,420,352,352,2552,2572,4156,4160,2164,2152,3804,3808,0.00,0.00,0.00,0.00,32,0,20,4,-12,4,0.00,0.00,0.00
v1_263,284,316,360,360,2440,2464,4204,4208,2156,2148,3844,3848,0.21,0.21,0.21,0.21,32,0,24,4,-8,4,0.00,0.00,0.00
v1_264,408,432,360,360,2544,2568,4204,4204,2136,2136,3844,3844,-0.22,-0.22,0.22,0.22,24,0,24,0,0,0,0.00,-0.00,0.00
v1_265,344,368,360,360,2496,2524,4192,4196,2152,2156,3832,3836,-0.32,-0.32,0.32,0.32,24,0,28,4,4,4,0.00,0.00,0.00
v1_266,356,388,364,360,2504,2532,4192,4184,2148,2144,3828,3824,-0.21,-0.21,0.21,0.21,32,-4,28,-8,-4,-4,0.00,0.00,0.00
v1_267,248,276,340,340,2412,2436,4148,4148,2164,2160,3808,3808,-0.32,-0.32,0.32,0.32,28,0,24,0,-4,0,-0.00,0.00,0.00
v1_268,452,476,372,376,2612,2632,4200,4196,2160,2156,3828,3820,0.00,0.00,0.00,0.00,24,4,20,-4,-4,-8,0.00,0.00,0.00
v1_269,292,324,272,284,2484,2500,4092,4096,2192,2176,3820,3812,0.52,0.26,0.52,0.26,32,12,16,4,-16,-8,-0.26,-0.26,0.26
v1_270,368,396,268,268,2552,2572,4104,4108,2184,2176,3836,3840,0.75,0.64,0.75,0.64,28,0,20,4,-8,4,-0.11,-0.11,0.11
v1_271,296,320,384,388,2436,2460,4196,4196,2140,2140,3812,3808,0.11,0.22,0.11,0.22,24,4,24,0,0,-4,0.11,0.11,0.11
v1_272,416,436,392,396,2572,2600,4220,4220,2156,2164,3828,3824,0.11,0.00,0.11,0.00,20,4,28,0,8,-4,-0.11,-0.11,0.11
v1_273,252,260,256,260,2436,2468,4096,4100,2184,2208,3840,3840,-0.97,-0.96,0.97,0.96,8,4,32,4,24,0,0.01,-0.01,0.01
v1_274,428,456,336,332,2624,2640,4136,4144,2196,2184,3800,3812,0.32,0.43,0.32,0.43,28,-4,16,8,-12,12,0.11,0.11,0.11
v1_275,336,364,344,340,2472,2504,4196,4196,2136,2140,3852,3856,-0.11,-0.11,0.11,0.11,28,-4,32,0,4,4,-0.00,0.00,0.00
v1_276,392,420,308,312,2548,2572,4132,4140,2156,2152,3824,3828,0.00,0.00,0.00,0.00,28,4,24,8,-4,4,0.00,0.00,0.00
v1_277,284,324,360,372,2472,2500,4240,4240,2188,2176,3880,3868,-0.43,-0.43,0.43,0.43,40,12,28,0,-12,-12,-0.00,0.00,0.00
v1_278,400,432,368,372,2568,2592,4176,4176,2168,2160,3808,3804,0.43,0.43,0.43,0.43,32,4,24,0,-8,-4,0.00,0.00,0.00
v1_279,260,292,304,308,2428,2456,4144,4144,2168,2164,3840,3836,0.32,0.32,0.32,0.32,32,4,28,0,-4,-4,0.00,0.00,0.00
v1_280,428,460,288,304,2588,2620,4144,4144,2160,2160,3856,3840,0.43,180.00,0.43,180.00,32,16,32,0,0,-16,179.57,179.57,179.57
v1_281,332,356,372,372,2480,2500,4216,4216,2148,2144,3844,3844,0.00,0.00,0.00,0.00,24,0,20,0,-4,0,0.00,0.00,0.00
v1_282,392,416,332,332,2548,2576,4168,4172,2156,2160,3836,3840,-0.54,-0.43,0.54,0.43,24,0,28,4,4,4,0.11,-0.11,0.11
v1_283,208,260,376,376,2380,2396,4184,4184,2172,2136,3808,3808,0.00,-0.11,0.00,0.11,52,0,16,0,-36,0,-0.11,0.11,0.11
v1_284,488,520,360,368,2640,2680,4196,4196,2152,2160,3836,3828,0.24,0.00,0.24,0.00,32,8,40,0,8,-8,-0.24,-0.24,0.24
v1_285,260,272,344,340,2420,2444,4160,4156,2160,2172,3816,3816,-0.54,-0.64,0.54,0.64,12,-4,24,-4,12,0,-0.10,0.10,0.10
v1_286,420,448,344,344,2580,2608,4168,4168,2160,2160,3824,3824,0.22,0.43,0.22,0.43,28,0,28,0,0,0,0.22,0.22,0.22
v1_287,252,276,360,360,2400,2424,4184,4192,2148,2148,3824,3832,0.21,0.22,0.21,0.22,24,0,24,8,0,8,0.00,0.00,0.00
v1_288,464,492,368,372,2604,2636,4184,4188,2140,2144,3816,3816,-0.11,0.00,0.11,0.00,28,4,32,4,4,0,0.11,-0.11,0.11
v1_289,224,252,348,348,2392,2416,4164,4168,2168,2164,3816,3820,0.21,0.21,0.21,0.21,28,0,24,4,-4,4,0.00,0.00,0.00
v1_290,464,504,344,344,2628,2672,4156,4160,2164,2168,3812,3816,0.00,0.00,0.00,0.00,40,0,44,4,4,4,0.00,0.00,0.00
v1_291,236,272,312,304,2404,2424,4168,4172,2168,2152,3856,3868,-0.11,0.32,0.11,0.32,36,-8,20,4,-16,12,0.43,0.22,0.22
v1_292,420,448,316,312,2604,2620,4176,4140,2184,2172,3860,3828,0.64,0.64,0.64,0.64,28,-4,16,-36,-12,-32,-0.00,-0.00,0.00
v1_293,244,304,392,384,2436,2452,4232,4232,2192,2148,3840,3848,0.32,0.21,0.32,0.21,60,-8,16,0,-44,8,-0.10,-0.10,0.10
v1_294,360,472,384,392,2600,2624,4240,4224,2240,2152,3856,3832,-0.10,0.00,0.10,0.00,112,8,24,-16,-88,-24,0.10,-0.10,0.10
v1_295,280,308,340,340,2432,2464,4172,4176,2152,2156,3832,3836,0.11,0.00,0.11,0.00,28,0,32,4,4,4,-0.11,-0.11,0.11
v1_296,420,452,352,352,2568,2596,4168,4172,2148,2144,3816,3820,0.11,0.11,0.11,0.11,32,0,28,4,-4,4,0.00,0.00,0.00
v1_297,192,220,380,376,2424,2444,4212,4212,2232,2224,3832,3836,0.00,0.00,0.00,0.00,28,-4,20,0,-8,4,0.00,0.00,0.00
v1_298,432,472,376,384,2660,2688,4228,4232,2228,2216,3852,3848,-0.43,-0.11,0.43,0.11,40,8,28,4,-12,-4,0.32,-0.32,0.32
v1_299,248,300,332,332,2444,2468,4156,4160,2196,2168,3824,3828,-0.43,-0.32,0.43,0.32,52,0,24,4,-28,4,0.10,-0.10,0.10
v1_300,420,448,344,336,2600,2628,4160,4160,2180,2180,3816,3824,0.90,1.22,0.90,1.22,28,-8,28,0,0,8,0.32,0.32,0.32
v1_301,236,260,288,296,2436,2440,4116,4120,2200,2180,3828,3824,0.00,-0.64,0.00,0.64,24,8,4,4,-20,-4,-0.64,0.64,0.64
v1_302,424,452,336,336,2604,2604,4152,4152,2180,2152,3816,3816,0.00,0.00,0.00,0.00,28,0,0,0,-28,0,0.00,0.00,0.00
v1_303,252,280,336,344,2420,2448,4164,4160,2168,2168,3828,3816,-0.21,-0.32,0.21,0.32,28,8,28,-4,0,-12,-0.11,0.11,0.11
v1_304,444,472,336,344,2620,2652,4156,4160,2176,2180,3820,3816,0.64,0.75,0.64,0.75,28,8,32,4,4,-4,0.11,0.11,0.11
v1_305,240,264,288,292,2408,2436,4116,4112,2168,2172,3828,3820,-1.19,-0.65,1.19,0.65,24,4,28,-4,4,-8,0.54,-0.54,0.54
v1_306,412,436,300,300,2608,2616,4104,4104,2196,2180,3804,3804,0.32,0.53,0.32,0.53,24,0,8,0,-16,0,0.22,0.22,0.22
v1_307,288,316,328,328,2472,2468,4156,4160,2184,2152,3828,3832,0.43,0.32,0.43,0.32,28,0,-4,4,-32,4,-0.11,-0.11,0.11
v1_308,356,388,340,340,2560,2544,4168,4164,2204,2156,3828,3824,-0.64,-1.29,0.64,1.29,32,0,-16,-4,-48,-4,-0.65,0.65,0.65
v1_309,320,352,372,368,2468,2496,4208,4208,2148,2144,3836,3840,0.00,0.00,0.00,0.00,32,-4,28,0,-4,4,0.00,0.00,0.00
v1_310,384,428,364,364,2552,2580,4208,4208,2168,2152,3844,3844,-0.21,-0.21,0.21,0.21,44,0,28,0,-16,0,-0.00,0.00,0.00
v1_311,304,332,336,340,2468,2488,4196,4196,2164,2156,3860,3856,0.32,0.21,0.32,0.21,28,4,20,0,-8,-4,-0.11,-0.11,0.11
v1_312,380,408,324,316,2552,2568,4172,4172,2172,2160,3848,3856,-0.43,-0.43,0.43,0.43,28,-8,16,0,-12,8,-0.00,0.00,0.00
v1_313,280,312,336,340,2468,2496,4164,4164,2188,2184,3828,3824,0.22,0.22,0.22,0.22,32,4,28,0,-4,-4,0.00,0.00,0.00
v1_314,412,436,348,348,2584,2612,4220,4220,2172,2176,3872,3872,-0.64,-0.54,0.64,0.54,24,0,28,0,4,0,0.11,-0.11,0.11
v1_315,288,316,368,376,2444,2472,4184,4184,2156,2156,3816,3808,-0.21,-0.43,0.21,0.43,28,8,28,0,0,-8,-0.22,0.22,0.22
v1_316,416,448,344,348,2584,2612,4176,4176,2168,2164,3832,3828,0.86,0.97,0.86,0.97,32,4,28,0,-4,-4,0.11,0.11,0.11
v1_317,264,292,352,352,2412,2440,4192,4196,2148,2148,3840,3844,0.21,0.22,0.21,0.22,28,0,28,4,0,4,0.00,0.00,0.00
v1_318,444,468,336,344,2596,2620,4188,4184,2152,2152,3852,3840,-0.11,-0.21,0.11,0.21,24,8,24,-4,0,-12,-0.11,0.11,0.11
v1_319,272,312,388,392,2440,2460,4208,4208,2168,2148,3820,3816,-0.11,-0.11,0.11,0.11,40,4,20,0,-20,-4,-0.00,0.00,0.00
v1_320,448,468,384,388,2596,2624,4188,4192,2148,2156,3804,3804,0.21,0.32,0.21,0.32,20,4,28,4,8,0,0.11,0.11,0.11
v1_321,228,256,356,352,2440,2468,4176,4176,2212,2212,3820,3824,0.53,0.63,0.53,0.63,28,-4,28,0,0,4,0.11,0.11,0.11
v1_322,408,448,336,336,2608,2588,4160,4164,2200,2140,3824,3828,-0.42,-0.43,0.42,0.43,40,0,-20,4,-60,4,-0.01,0.01,0.01
v1_323,260,304,312,312,2428,2448,4184,4188,2168,2144,3872,3876,-0.53,-0.54,0.53,0.54,44,0,20,4,-24,4,-0.00,0.00,0.00
v1_324,444,468,308,312,2604,2628,4188,4132,2160,2160,3880,3820,0.32,0.32,0.32,0.32,24,4,24,-56,0,-60,0.00,0.00,0.00
v1_325,256,288,388,392,2408,2432,4208,4212,2152,2144,3820,3820,0.32,0.11,0.32,0.11,32,4,24,4,-8,0,-0.22,-0.22,0.22
v1_326,416,444,376,376,2568,2596,4200,4200,2152,2152,3824,3824,0.00,0.00,0.00,0.00,28,0,28,0,0,0,0.00,0.00,0.00
v1_327,264,296,332,336,2424,2452,4140,4144,2160,2156,3808,3808,-0.54,-0.43,0.54,0.43,32,4,28,4,-4,0,0.11,-0.11,0.11
v1_328,404,428,340,340,2580,2604,4144,4148,2176,2176,3804,3808,0.64,0.64,0.64,0.64,24,0,24,4,0,4,0.00,0.00,0.00
v1_329,264,296,396,400,2420,2440,4200,4208,2156,2144,3804,3808,-0.21,-0.11,0.21,0.11,32,4,20,8,-12,4,0.11,-0.11,0.11
v1_330,412,440,392,392,2576,2604,4196,4196,2164,2164,3804,3804,0.32,0.32,0.32,0.32,28,0,28,0,0,0,0.00,0.00,0.00
v1_331,248,272,344,340,2432,2452,4156,4156,2184,2180,3812,3816,0.00,-0.76,0.00,0.76,24,-4,20,0,-4,4,-0.76,0.76,0.76
v1_332,404,432,360,348,2588,2616,4160,4160,2184,2184,3800,3812,0.43,0.32,0.43,0.32,28,-12,28,0,0,12,-0.11,-0.11,0.11
v1_333,260,288,340,328,2448,2456,4144,4144,2188,2168,3804,3816,-0.54,0.00,0.54,0.00,28,-12,8,0,-20,12,0.54,-0.54,0.54
v1_334,404,432,332,336,2656,2684,4128,4128,2252,2252,3796,3792,0.75,0.84,0.75,0.84,28,4,28,0,0,-4,0.09,0.09,0.09
v1_335,256,288,320,320,2436,2452,4132,4136,2180,2164,3812,3816,-0.22,-0.43,0.22,0.43,32,0,16,4,-16,4,-0.22,0.22,0.22
v1_336,408,432,320,320,2596,2616,4144,4144,2188,2184,3824,3824,0.75,0.75,0.75,0.75,24,0,20,0,-4,0,0.00,0.00,0.00
v1_337,272,304,296,292,2456,2476,4124,4124,2184,2172,3828,3832,-0.75,-0.76,0.75,0.76,32,-4,20,0,-12,4,-0.00,0.00,0.00
v1_338,428,452,312,312,2608,2636,4152,4152,2180,2184,3840,3840,0.75,0.86,0.75,0.86,24,0,28,0,4,0,0.11,0.11,0.11
v1_339,304,328,340,340,2472,2500,4176,4180,2168,2172,3836,3840,0.24,0.00,0.24,0.00,24,0,28,4,4,4,-0.24,-0.24,0.24
v1_340,416,448,328,332,2576,2592,4160,4160,2160,2144,3832,3828,-0.64,-0.43,0.64,0.43,32,4,16,0,-16,-4,0.21,-0.21,0.21
v1_341,240,280,372,372,2460,2476,4220,4224,2220,2196,3848,3852,0.52,0.00,0.52,0.00,40,0,16,4,-24,4,-0.52,-0.52,0.52
v1_342,392,416,372,376,2556,2580,4224,4220,2164,2164,3852,3844,-0.43,0.00,0.43,0.00,24,4,24,-4,0,-8,0.43,-0.43,0.43
v1_343,272,300,360,356,2456,2480,4192,4200,2184,2180,3832,3844,0.21,0.32,0.21,0.32,28,-4,24,8,-4,12,0.11,0.11,0.11
v1_344,416,436,368,360,2564,2584,4204,4208,2148,2148,3836,3848,-0.32,-0.32,0.32,0.32,20,-8,20,4,0,12,0.00,-0.00,0.00
v1_345,264,296,384,392,2444,2472,4224,4220,2180,2176,3840,3828,0.53,0.32,0.53,0.32,32,8,28,-4,-4,-12,-0.21,-0.21,0.21
v1_346,404,432,388,376,2580,2608,4232,4232,2176,2176,3844,3856,-1.35,0.00,1.35,0.00,28,-12,28,0,0,12,1.35,-1.35,1.35
v1_347,276,304,400,408,2412,2436,4220,4224,2136,2132,3820,3816,1.17,-0.49,1.17,0.49,28,8,24,4,-4,-4,-1.66,-0.68,0.68
v1_348,428,460,400,404,2588,2592,4228,4232,2160,2132,3828,3828,-2.94,0.11,2.94,0.11,32,4,4,4,-28,0,3.04,-2.83,2.83
v1_349,252,280,380,380,2412,2432,4200,4200,2160,2152,3820,3820,0.32,0.21,0.32,0.21,28,0,20,0,-8,0,-0.11,-0.11,0.11
v1_350,432,460,364,364,2592,2616,4196,4192,2160,2156,3832,3828,-0.32,0.00,0.32,0.00,28,0,24,-4,-4,-4,0.32,-0.32,0.32
v1_351,256,280,400,400,2400,2420,4200,4200,2144,2140,3800,3800,0.00,0.00,0.00,0.00,24,0,20,0,-4,0,0.00,0.00,0.00
v1_352,416,448,388,392,2604,2612,4216,4220,2188,2164,3828,3828,0.21,0.00,0.21,0.00,32,4,8,4,-24,0,-0.21,-0.21,0.21
v1_353,264,292,336,340,2428,2460,4180,4180,2164,2168,3844,3840,0.64,0.21,0.64,0.21,28,4,32,0,4,-4,-0.43,-0.43,0.43
v1_354,452,476,340,336,2592,2620,4188,4192,2140,2144,3848,3856,0.00,0.00,0.00,0.00,24,-4,28,4,4,8,0.00,0.00,0.00
v1_355,252,300,384,380,2448,2460,4276,4276,2196,2160,3892,3896,-1.08,-1.29,1.08,1.29,48,-4,12,0,-36,4,-0.22,0.22,0.22
v1_356,416,428,384,388,2588,2632,4204,4204,2172,2204,3820,3816,0.75,-90.00,0.75,90.00,12,4,44,0,32,-4,-90.75,89.25,89.25
v1_357,260,296,292,292,2440,2468,4132,4132,2180,2172,3840,3840,0.22,0.22,0.22,0.22,36,0,28,0,-8,0,0.00,0.00,0.00
v1_358,428,460,292,296,2580,2596,4116,4116,2152,2136,3824,3820,0.21,0.11,0.21,0.11,32,4,16,0,-16,-4,-0.11,-0.11,0.11
